"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SDSS-II SN 13363","02:27:15.12,02:27:15.096","-00:37:25.9284,-00:37:26.1336","","II","101",""
"SN2018bsz","16:09:39.112,16:09:39.100,16:09:39.12","-32:03:45.63,-32:03:45.73,-32:03:45.72","0.026665,0.026665","II","101","2"
"SN2019cvz","16:30:54.084,16:30:54.005,16:30:54,16:30:54.07","+46:35:18.47,+46:35:18.19,+46:35:18.6,+46:35:18.4","0.018607","II","101","1"
"SN2014G","10:54:34.13,10:54:34.130","+54:17:56.9,+54:17:56.90,+54:17:56.0","0.004503","II L","100","19"
"SN2006kg","01:04:16.98,01:04:16.992,01:04:16.944,01:04:16.980","+00:46:08.9,+00:46:08.868,+00:46:08.9328,+00:46:08.5332,+00:46:08.90","0.2309","AGN","98","1"
"SN2010F","10:05:21.05,10:05:21.050","-34:13:21.0,-34:13:21.00","0.0093,0.0093","II","98",""
"SN2016cyr","17:06:27.500,17:06:27.540,17:06:27.5448,17:06:27.6","+21:32:53.10,+21:32:53.18,+21:32:53.1888,+21:32:53.16","0.033,0.033","II P","98",""
"PS1-13baf","","","","II P","97",""
"PTF11fzz","11:10:46.680,11:10:46.8","+54:06:18.79,+54:06:18.72","0.082","IIn","97",""
"PS15cwo","03:11:16.730,03:11:16.73,03:11:16.6","+01:11:35.10,+01:11:34.5,+01:11:24.3","0.02723","II","97","1"
"SN2007ny","01:40:55.52,01:40:55.5,01:40:55.512,01:40:55.519","+00:13:07.8,+00:13:08,+00:13:07.8348,+00:13:07.3452,+00:13:07.79","0.14,0.1462","II","96",""
"PTF10bjb","12:49:41.920,12:49:42","-10:48:00.57,-10:48:00.72","0.026","IIn?","96",""
"SDSS-II SN 13566","03:37:12.936","+01:02:32.424,+01:02:32.172","","II","95",""
"PTF11go","11:32:00.24,11:32:00.235","+53:42:38.1,+53:42:38.06","0.0268","II","95",""
"SN2010aj","12:40:15.16,12:40:15.161","-09:18:14.3,-09:18:14.29","0.0212,0.0218,0.0206","II","95","12"
"SN1988A","12:37:43.52,12:37:43.54,12:37:43.579,12:37:43.58","+11:48:19.5,+11:48:19.40,+11:48:19.69,+11:48:19.7,+11:48:19.4","0.0051,0.0052","II","95","12"
"SDSS-II SN 3908","02:17:12.984,02:17:12.96","-00:28:23.2032,-00:28:23.4876","","II","94",""
"PS15ajh","15:38:29.86,15:38:29.76","+27:17:56.1,+27:17:56.04","0.03","II","94",""
"SN2016idl","10:06:29.110,10:06:29.130,10:06:29.1264,10:06:29.04","+22:26:44.27,+22:26:43.80,+22:26:44.4876,+22:26:44.16","0.058,0.058","IIn","94","1"
"SN1991G","12:05:28.85,12:05:28.8,12:05:28.850","+50:32:11.7,+50:32:11.76,+50:32:11.69","0.002524","II P","93","2"
"SDSS-II SN 13644","23:46:07.44","-00:54:31.4208,-00:54:31.7304","","II","93",""
"PS15cww","04:56:33.700,04:56:33.69,04:56:33.696","+04:45:26.20,+04:45:26.2,+04:45:26.3,+04:45:26.244","0.063","IIn","93",""
"SN2007ky","01:06:11.53,01:06:11.5,01:06:11.52,01:06:11.530","-00:36:50.9,-00:36:51,-00:36:50.922,-00:36:51.2676,-00:36:50.90","0.07358,0.074376","II","92",""
"PS1-13bni","","","","II P","92",""
"SN2018aoq","12:10:38.220,12:10:38.190,12:10:38.16","+39:23:47.87,+39:23:47.00,+39:23:47.76,+39:23:48.12","0.003319,0.003319,0.003319","II","92","1"
"SN2002gw","02:25:02.97,02:25:02.976,02:25:02.969","-24:47:50.6,-24:47:50.64,-24:47:50.60","0.01028","II P","91","12"
"SN2005cp","23:59:30.88,23:59:30.881","+18:12:09.6,+18:12:09.61","0.022115","IIn","91","7"
"SN2007nr","01:01:59.47,01:01:59.5,01:01:59.472,01:01:59.470","+00:40:55.0,+00:40:55,+00:40:54.95,+00:40:54.62,+00:40:54.98","0.144,0.14,0.14","II","91",""
"PS1-12bku","22:16:40.194","-01:08:24.35","0.096,0.096","II P","91",""
"PTF10xtq","08:23:14.292","+21:57:58.00","0.08","II","91",""
"SN2015bs","22:33:43.775,22:33:43.78,22:33:43.77,22:33:43.68","-06:22:08.33,-06:22:08.1,-06:22:08.3,-06:22:08.292","0.027,0.027,0.029","II","91","1"
"SN1999E","13:17:16.37,13:17:16.370","-18:33:13.4,-18:33:13.39","0.0258","IIn","90","23"
"Gaia15abz","12:27:19.15,12:27:19.12,12:27:19.2,12:27:19.13","+07:17:02.3,+07:17:02.1,+07:17:02.148,+07:17:02.4","0.0251","II","90","1"
"SN2001cm","15:34:06.70,15:34:06.701","+56:41:26.2,+56:41:26.20","0.011381","II","89","5"
"SDSS-II SN 4322","03:40:40.944,03:40:40.92","+00:53:04.8084,+00:53:04.5384","","II","89",""
"SN2005lb","22:54:50.06,22:54:50.16,22:54:49.92,22:54:50.05,22:54:50.050","-00:15:08.9,-00:15:09,-00:15:09.0072,-00:15:09.2808,-00:15:09.0,-00:15:09.00","0.026478","II","89",""
"SN2007lz","00:31:23.21,00:31:23.2,00:31:23.213,00:31:23.1864,00:31:23.210","+00:19:08.1,+00:19:08,+00:19:08.0112,+00:19:07.7124,+00:19:08.11","0.088","II","89",""
"SN2016cok","11:20:19.09,11:20:19.033,11:20:19.100,11:20:19.0752,11:20:19.03,11:20:19.2","+12:58:57.2,+12:58:56.64,+12:58:56.01,+12:58:56.9208,+12:58:56.6,+12:58:57.36","0.002425,0.002425","II P","89","2"
"SN2002hx","08:27:39.43,08:27:39.36,08:27:39.430","-14:47:15.7,-14:47:15.72,-14:47:15.68","0.03193","II P","88","10"
"SN2005la","12:52:15.68,12:52:15.679","+27:31:52.5,+27:31:52.50","0.01856","Ibn/IIbn","88","11"
"SN2006ez","21:33:49.26,21:33:49.2,21:33:49.260","-01:00:57.4,-01:00:57.456,-01:00:57.744,-01:00:57.38","0.0887","II","88","1"
"SDSS-II SN 2306","02:08:56.232,02:08:56.208","+00:23:11.864,+00:23:11.566","","II","87",""
"SN2006be","15:45:39.00,15:45:39.000","+28:05:19.2,+28:05:19.21","0.0071,0.0072","II","87","11"
"PTF11qax","23:42:25.584","+00:15:16.83","0.022","II","87",""
"SN2018hfg","08:52:56.190,08:52:56.192,08:52:56.16,08:52:56.18,08:52:56.32","+42:24:46.48,+42:24:46.65,+42:24:46.44,+42:24:46.4,+42:24:46.8,+42:24:47.02","0.023863,0.023863,0.023863","IIn","87","2"
"SN1993S","22:52:23.28,00:00:00.000,22:49:33.4,22:52:17.34","-40:18:36.72,-40:34:40.0,-40:17:53.5","0.03301,0.03217","II P","86","4"
"SN2003bn","10:02:35.51,10:02:35.52,10:02:35.510,10:02:35.518","-21:10:54.5,-21:10:54.48,-21:10:54.52,-21:10:54.59","0.01277,0.01392","II P","86","12"
"SN2009ls","10:51:14.58,10:51:14.570","+05:50:58.8,+05:50:58.88","0.0034,0.0034","II","86","2"
"SN2018idh","07:07:48.311,07:07:48.310,07:07:48.31,07:07:48.24","+36:28:25.95,+36:28:26.05,+36:28:25.8,+36:28:26.04","0.04,0.04","II","86","1"
"SDSS-II SN 2244","02:49:29.112,02:49:29.088","-00:52:47.2872,-00:52:47.568","","II","85",""
"SN2005mo","03:50:12.90,03:50:12.9,03:50:12.912,03:50:12.888,03:50:12.900","-00:14:24.9,-00:14:25,-00:14:24.792,-00:14:24.7632,-00:14:25.0548,-00:14:24.8,-00:14:24.79","0.274","II","85",""
"SN2007nv","00:05:30.34,00:05:30.3,00:05:30.3408,00:05:30.3192,00:05:30.341","-01:12:16.4,-01:12:16,-01:12:16.452,-01:12:16.668,-01:12:16.42","0.138","II","85",""
"Gaia19asm","07:06:34.8","+63:50:56.04","","IIn","85",""
"SN2003hg","23:51:24.13,23:51:24.24,23:51:24.130","+20:06:38.3,+20:06:38.16,+20:06:38.30","0.01427,0.01308","II P","84","6"
"SN2007mr","20:08:18.00,20:08:18.0,20:08:18,20:08:18.000","-00:39:44.7,-00:39:44,-00:39:44.7768,-00:39:44.8992,-00:39:44.71","0.0849","II","84","1"
"iPTF14adz","13:49:57.814","+37:45:08.49","0.078","II","84",""
"SDSS-II SN 17777","02:51:46.32","-00:25:25.6836,-00:25:26.4576","","II","83",""
"SN2006hz","00:12:41.00,00:12:40.999,00:12:41.0016,00:12:40.9752","-00:32:07.7,-00:32:07.728,-00:32:07.7532,-00:32:08.0124,-00:32:07.69","0.227629","AGN","83",""
"SN2009js","02:25:48.28,02:25:48.281","+18:29:25.8,+18:29:25.80","0.005027","II-Pp.","83","1"
"SN2017czd","14:51:47.050,14:51:47.054,14:51:47.04","+43:38:40.96,+43:38:40.92","0.00841","II","83","1"
"SN1970G","14:03:00.83,14:03:00.96,14:03:00.830","+54:14:32.8,+54:14:32.64,+54:14:32.78","0.000811","II","83",""
"SN2008iy","16:08:37.23,16:08:37.229","+04:16:26.7,+04:16:26.69","0.041,0.041","IIn","82","6"
"SN2007jm","21:55:38.64,21:55:38.59,21:55:38.590","-00:10:36.2928,-00:10:36.3,-00:10:36.5592,-00:10:36.30","0.091147","II","81",""
"PS1-14vk","12:10:45.47","+48:41:46.6","","II","80",""
"SN2010bt","21:48:20.22,12:48:20.220","-34:57:16.5,-34:57:16.49","0.0162","II","80",""
"SN1959D","22:37:01.82,22:37:01.77,22:37:01.819","+34:25:08.5,+34:25:08.06,+34:25:08.40,+34:25:08.4","0.0027","II","80","25"
"ASASSN-14dc","02:18:37.82,02:18:38.064","+33:37:01.7,+33:36:58.32","0.044","IIn","79",""
"SN2012D","12:58:37.11,12:58:36.924,12:58:37.1,12:58:37.109,12:58:37.2","+27:10:25.2,+27:10:24.94,+27:10:25,+27:10:25.21,+27:10:25.32","0.026,0.026","II P","79",""
"SN2018bwr","15:28:26.170,15:28:26.16,15:28:26.17","+08:48:22.14,+08:48:22.24,+08:48:22.2,+08:48:22.104","0.046,0.046","IIn","79",""
"SDSS-II SN 15413","23:16:54.24","+00:37:29.708,+00:37:29.294","0.073616","II","78",""
"SN2005Q","01:30:03.51,01:30:03.509","-42:40:48.4,-42:40:48.40","0.022","II","78",""
"iPTF13clj","01:30:40.412","+14:28:50.04","0.056","II","78",""
"SN2011ap","18:10:28.40,18:10:28.411","+31:00:34.2,+31:00:34.31","0.0236","IIn","78","9"
"SN1988Z","10:51:50.10,10:51:50.100","+16:00:00.5,+16:00:00.47,+16:00:01.01,+16:00:01.0","0.02284","II","78","21"
"SN2007iz","21:17:35.52,21:17:35.50,21:17:35.501","+00:18:56.326,+00:18:56.3,+00:18:56.102,+00:18:56.30","0.255","II","77",""
"SN2008ij","18:19:51.81,18:19:51.811","+74:33:54.9,+74:33:54.90","0.0049,0.0049","II","77","3"
"SN2009mg","06:21:44.86,06:21:44.861","-59:44:26.0,-59:44:26.02","0.0076,0.0076","IIb","77","12"
"Gaia15aaf","16:16:30.75,16:16:30.72","+07:35:21.2,+07:35:21.3","","II","77",""
"OGLE17ory","00:56:07.610,00:56:07.580,00:56:07.608","-68:23:33.36,-68:23:33.20","0.02","II","77","1"
"SN2017hro","22:16:15.840,22:16:15.850,22:16:15.84,22:16:15.83","+40:03:35.89,+40:03:36.00,+40:03:36,+40:03:35.9","0.015,0.015","II","77","1"
"PS1-13dhn","00:12:46.93,00:12:46.944","+04:40:34.0,+04:40:34.59","0.0428","II","76","1"
"PTF10abyy","05:16:40.52,05:16:40.524","+06:47:53.8,+06:47:53.76","0.0297,0.0297","IIn","76","1"
"SN2013ak","08:07:06.69,08:07:06.689","-28:03:10.1,-28:03:10.12","0.0037","IIb","76","20"
"SN1999bg","12:04:07.26,12:04:07.2,12:04:07.30,12:04:07.301","+62:30:00.1,+62:30:01.08,+62:30:01.2,+62:30:01.19","0.004253","II","75","1"
"SN2005mk","22:42:40.63,22:42:40.6,22:42:40.56,22:42:40.64,22:42:40.639","+00:49:58.9,+00:49:59,+00:49:58.84,+00:49:58.832,+00:49:58.642,+00:49:58.91","0.148293","II","75",""
"SN2007kz","03:36:04.57,03:36:04.6,03:36:04.584,03:36:04.56,03:36:04.570","-00:12:04.4,-00:12:04,-00:12:04.3452,-00:12:04.5936,-00:12:04.39","0.127542","II","75",""
"SN2008bx","14:54:39.00,14:54:39.000","+42:01:22.5,+42:01:22.51","0.0084,0.0084","II","75","6"
"PTF12fip","15:00:51.041","+09:20:25.12","0.034","II","75",""
"SN2018fpb","23:59:42.813,23:59:42.802,23:59:42.81,23:59:42.72","+34:20:40.04,+34:20:39.91,+34:20:40.0,+34:20:39.84","0.0148,0.0148,0.0148","II","75","1"
"SDSS-II SN 2063","21:59:23.79,21:59:23.76","-01:06:27.0,-01:06:26.964,-01:06:27.072","0.192931","II","74",""
"SDSS-II SN 4375","02:26:53.76","+00:56:14.309,+00:56:13.99","","II","74",""
"SN2007lx","00:11:39.27,00:11:39.3,00:11:39.2688,00:11:39.2472,00:11:39.269","-00:28:24.1,-00:28:24,-00:28:24.1392,-00:28:24.4092,-00:28:24.10","0.05682,0.056685","II","74",""
"LSQ13cwo","03:10:50.21,03:10:50.199,03:10:50.22","-00:21:40.3,-00:21:40.32,-00:21:40.4","0.037","II","74",""
"SN2003bg","04:10:59.42,04:10:59.424,04:10:59.419,04:10:59.428","-31:24:50.3,-31:24:50.4,-31:24:50.29,-31:24:50.39","0.00456,0.00436","IIb","73","14"
"SN2007av","10:34:43.18,10:34:43.2,10:34:43.17,10:34:43.171","+11:11:39.1,+11:11:37.68,+11:11:38.3,+11:11:38.29","0.00464,0.00464","II","73","6"
"SN2016eem","02:05:59.800,02:05:59.820,02:05:59.808","+47:44:14.00,+47:44:13.95,+47:44:13.92","0.02","IIn","73",""
"SN2018yo","12:41:11.160,12:41:11.140,12:41:11.28,12:41:11.16,12:41:11.04","-01:35:19.79,-01:35:20.40,-01:35:19.788,-01:35:19.7,-01:35:20.4","0.0133,0.0134,0.0133","II P","73","1"
"SN1992am","01:25:02.76,00:00:00.000,01:25:02.7,01:25:03.03","-04:39:00.9,-04:39:00.936,-04:39:01.0,-04:39:00.6","0.04799,0.04698","II P","72","2"
"SN2003hd","01:49:46.31,01:49:46.32,01:49:46.310,01:49:46.318","-21:54:37.8,-21:54:37.80,-21:54:37.89","0.0395,0.03868","II P","72","9"
"SDSS-II SN 1536","03:40:51.696,03:40:51.672","-00:20:21.6456,-00:20:21.9804","","II","72",""
"SN2007nl","23:13:44.92,23:13:44.9,23:13:44.88,23:13:44.921","-00:04:03.5,-00:04:03,-00:04:03.4608,-00:04:03.7452,-00:04:03.50","0.1683","II","72","1"
"SN2011ei","20:34:22.62,20:34:22.620,20:34:22.56","-31:58:23.6,-31:58:23.59,-31:58:23.52","0.009313","IIb","72","15"
"SN2016gfy","07:26:45.930,07:26:45.932,07:26:45.84,07:26:46.25","+85:45:51.16,+85:45:51.17,+85:45:51.12,+85:45:51.1","0.008,0.008","II","72","1"
"SDSS-II SN 14851","01:02:17.472","+00:00:22.3,+00:00:22.1","","II","71",""
"SN2013by","16:59:02.43,16:59:02.431","-60:11:41.8,-60:11:41.78","0.003816,0.003833","II","71","13"
"SDSS-II SN 17854","03:01:15.92,03:01:15","+00:47:59.8,+00:48:16.69,+00:48:16.52","","II","70",""
"SN2006dn","22:47:37.84,22:47:37.841,22:47:37.630,22:47:37.560,22:47:37.68,22:47:37.62,22:47:37.44","+39:52:46.8,+39:52:46.81,+39:52:50.23,+39:52:50.16,+39:52:50.2","0.017062","Ib","70",""
"SN2006fq","00:20:00.79,00:20:00.8,00:20:00.816,00:20:00.8112,00:20:00.8016,00:20:00.81,00:20:00.809","-00:37:31.2,-00:37:31,-00:37:30,-00:37:29.892,-00:37:30.1908,-00:37:29.9,-00:37:29.89","0.06787,0.068004","II","70","1"
"SN2008bu","16:47:23.05,16:47:23.050","-20:08:48.2,-20:08:48.19","0.0221","II","70","8"
"SN1997D","04:11:01.00,00:00:00.000","-56:29:56.0,-56:29:56.00","0.0043","II","69","15"
"SN2003T","09:14:11.06,09:14:11.04,09:14:11.059,09:14:11.068","+16:44:48.0,+16:44:48.12,+16:44:48.01,+16:44:48.09","0.02791,0.02889","II P","69","6"
"SDSS-II SN 1706","00:02:58.106,00:02:58.092","-01:01:27.804,-01:01:27.948","","II","69",""
"SN2006gy","03:17:27.06,03:17:27.060","+41:24:19.5,+41:24:19.51","0.01919","II","69","19"
"iPTF13bjx","14:14:52.106","+36:47:28.58","0.0279","II","69",""
"SN2008jb","03:51:44.66,03:51:44.7,03:51:44.659,03:51:44.64","-38:27:00.1,-38:27:00,-38:27:00.11,-38:27:00.36","0.0029","II","69",""
"ASASSN-15og","03:21:07.500,03:21:07.44,03:21:07.488","-31:18:45.90,-31:18:45.6,-31:18:46.08,-31:18:45.72","0.068139","Ia CSM","69",""
"SN2003E","04:39:10.88,04:39:10.872,04:39:10.879,04:39:10.888","-24:10:36.5,-24:10:36.48,-24:10:36.52,-24:10:36.59","0.0149,0.0148","II","68","10"
"SDSS-II SN 13291","20:04:11.28","-00:32:01.1184,-00:32:01.338","","II","68",""
"SDSS-II SN 13483","03:09:39.672","-00:20:08.2104,-00:20:08.448","","II","68",""
"SDSS-II SN 14232","03:18:47.712,03:18:47.688","-00:57:12.9312,-00:57:13.104","","II","68",""
"SN2006gd","01:10:26.39,01:10:26.4,01:10:26.376,01:10:26.390","-01:04:04.8,-01:04:04.908,-01:04:05.124,-01:04:04.80","0.154856","II","68",""
"SN2007ad","17:24:24.58,17:24:24.581","+44:56:15.9,+44:56:15.90","0.0275","II","68","2"
"OGLE-2014-SN-122","02:36:55.92","-72:10:00.5","0.0596","IIn","68","1"
"Gaia15aav","10:57:36.08,10:57:36","+58:57:16.8,+58:57:16.92","0.13","II?","68",""
"SN2018hqt","14:02:54.290,14:02:54.291,14:02:54.24","+73:04:57.79,+73:04:57.78,+73:04:57.72","0.03013,0.03013","II","68","1"
"SDSS-II SN 1024","02:32:01.68,02:32:01.656","+01:11:35.34,+01:11:35.052","","II","67",""
"SDSS-II SN 5445","20:31:02.64","-01:06:17.604,-01:06:17.856","","II","67",""
"SN2005jb","22:36:03.21,22:36:03.2,22:36:03.12,22:36:03.211","-00:22:04.5,-00:22:05,-00:22:04.512,-00:22:04.4616,-00:22:04.7244,-00:22:04.51","0.258","II","67",""
"SN2007bf","14:15:12.05,14:15:12.050","+15:44:11.8,+15:44:11.80","0.0178","II","67","6"
"PTF10bgl","10:19:04.70,10:19:04.697","+46:27:23.3,+46:27:23.34","0.03,0.03","II","67",""
"PTF12ftc","15:05:01.880","+20:05:54.63","0.0732","II","67",""
"SN2019va","13:35:14.680,13:35:14.684,13:35:14.64","+44:45:58.64,+44:45:58.67,+44:45:58.68,+44:45:58.32","0.008796","II P","67","1"
"SN1994aj","09:06:11.25,09:06:11.23,09:06:11.251","-10:40:00.1,-10:40:00.13,-10:40:00.01,-10:40:00.0","0.032","II","66","28"
"SN1999eg","02:53:08.39,02:53:08.4,02:53:08.390","+25:29:24.2,+25:29:24.36,+25:29:24.22","0.02236,0.02166","II P","66","3"
"SN2003ma","05:31:01.88,05:31:01.879,05:31:01.878","-70:04:15.9,-70:04:15.89","0.289,0.29,0.289","II","66",""
"SDSS-II SN 17662","01:29:04.8,01:29:04.776","-00:49:33.3444,-00:49:33.78","","II","66",""
"SDSS-II SN 4465","01:22:51,01:22:50.976","-00:36:54.4392,-00:36:54.7956","","II","66",""
"SN2005by","13:45:46.91,13:45:46.910","+22:05:46.8,+22:05:46.79","0.027,0.027","II","66","1"
"SN2006kn","20:58:05.22,20:58:05.2,20:58:05.28,20:58:05.220","+00:54:01.7,+00:54:02,+00:54:01.8,+00:54:01.728,+00:54:01.7208,+00:54:01.332,+00:54:01.69","0.12028,0.120207","II","66","1"
"SN2008J","02:34:24.20,02:34:24.199,02:34:24.08","-10:50:38.5,-10:50:38.51,-10:50:43.1","0.015874","Ia","66","16"
"PS15dme","08:55:57.38,08:55:57.39","+06:20:12.2","0.043","II","66","1"
"SDSS-II SN 15360","23:32:56.64,23:32:56.4","+00:25:07.23,+00:25:06.7728","","II","65",""
"SDSS-II SN 17644","23:23:13.68","-00:37:37.9272,-00:37:38.2116","","II","65",""
"SDSS-II SN 1848","21:46:01.2","+01:03:20.88,+01:03:20.7","","II","65",""
"SN2007jn","22:47:31.92,22:47:31.99,22:47:31.990","+00:24:52.495,+00:24:52.5,+00:24:52.186,+00:24:52.49","0.057521","II","65",""
"Gaia15acz","09:11:01.62,09:11:01.68","+34:44:27.2,+34:44:27.24","0.018","II","65",""
"SDSS-II SN 14121","03:04:01.584,03:04:01.56","-00:47:31.5564,-00:47:31.8552","","II","64",""
"SN2006ix","23:59:14.03,23:59:13.92,23:59:14.030","-00:18:39.7,-00:18:39.6,-00:18:39.744,-00:18:39.7404,-00:18:40.0608,-00:18:39.71","0.075636","II","64",""
"SN2008bk","23:57:50.42,23:57:47.501","-32:33:21.5,-32:33:24.01","0.000759,0.000784,0.000796,0.00108,0.000757","II P","64","36"
"PTF10gva","12:23:55.40,12:23:55.397,12:23:55.49","+10:34:50.7,+10:34:50.62,+10:34:51.2","0.0275","II","64","1"
"SN2017cik","07:54:13.060,07:54:13.070,07:54:12.96,07:54:13.06","+21:47:35.84,+21:47:36.49,+21:47:35.88,+21:47:35.9","0.016,0.016","IIn","64","1"
"SDSS-II SN 13725","21:06:54.96","+00:53:44.9,+00:53:44.797","","II","63",""
"SDSS-II SN 17339","02:31:22.224,02:31:22.2","+00:23:09.5568,+00:23:09.24","","II","63",""
"SDSS-II SN 17860","23:22:46.08,23:22:45.84","-00:25:38.2116,-00:25:38.4888","","II","63",""
"OGLE-2014-SN-011","06:46:58.87,06:46:58.919","-69:57:24.8,-69:57:25.35","0.083","IIn","63","1"
"SN2016dxx","19:02:24.700,19:02:24.71,19:02:24.72,19:02:24.70","+63:41:05.90,+63:41:05.9,+63:41:06,+63:41:05.8","0.03","II L","63",""
"SN1995G","04:43:44.26,04:43:44.22,04:43:44.220","-05:18:53.7,-05:18:53.8,-05:18:53.78","0.016","II","62","11"
"SN2010jj","02:06:52.23,02:06:52.248,02:06:52.229","+44:34:17.5,+44:34:17.76,+44:34:17.51","0.0172","IIn","62",""
"SN2018gn","01:46:42.450,01:46:42.385,01:46:42.456,01:46:42.384","+32:30:29.30,+32:30:27.18,+32:30:29.16,+32:30:27.36","0.037503,0.037503","II","62","1"
"SN1999eu","02:46:20.79,02:46:20.789","-30:19:06.1,-30:19:06.10","0.0042","II","61","3"
"SN2003fb","20:11:50.33,20:11:50.4,20:11:50.330,20:11:50.338","+05:45:37.6,+05:45:37.584,+05:45:37.58,+05:45:37.69","0.01754,0.01666","II P","61","4"
"SDSS-II SN 1113","22:40:33.36","-00:17:47.9112,-00:17:48.1308","0.056915","II","61",""
"SDSS-II SN 13184","00:09:46.1064,00:09:46.0824","+01:00:24.84,+01:00:24.48","","II","61",""
"SDSS-II SN 13839","20:41:20.64","+00:10:41.855,+00:10:41.876,+00:10:41.596","0.289","II","61",""
"SDSS-II SN 18070","03:41:47.76,03:41:47.736","+00:57:52.178,+00:57:51.894","","II","61",""
"SDSS-II SN 1810","23:18:36.24","+00:22:43.903,+00:22:43.597","","II","61",""
"SDSS-II SN 2128","22:30:38.4","+00:02:09.715,+00:02:09.413","","II","61",""
"OGLE-2013-SN-002","01:23:30.46,01:23:30.417","-64:39:42.9,-64:39:43.13","0.0722","II","61","1"
"OGLE-2013-SN-012","05:09:52.38","-65:39:48.6,-65:39:48.5","0.083","IIn","61","1"
"PTF12efk","16:24:43.887","+31:51:37.14","0.0931","II","61",""
"SN2015J","07:35:05.18,07:35:05.179","-69:07:53.1,-69:07:53.11","0.0054","IIn","61",""
"SN2016blz","15:40:29.300,15:40:29.23,15:40:29.28,13:28:47.00","+00:54:37.10,+00:54:36.4,+00:54:37.12,-27:39:04.5","0.01173,0.01173","II","61","2"
"SN2017ays","12:12:46.006,12:12:45.990,12:12:46.00,12:12:46.08","+00:24:28.40,+00:24:28.11,+00:24:28.4,+00:24:28.4724","0.020515","II","61","1"
"SN2017dpu","17:03:14.580,17:03:14.582,17:03:14.64,17:03:14.57","+61:27:08.93,+61:27:09,+61:27:09.0","0.018,0.018","II","61","1"
"SN2018hna","12:26:12.070,12:26:12.050,12:26:12,12:26:12.07","+58:18:50.83,+58:18:51.10,+58:18:50.76,+58:18:50.8","0.002408","II","61","3"
"SN1986I","12:18:52.03,12:18:52.04,12:18:52.080,12:18:52.08","+14:24:43.8,+14:24:44.10,+14:24:44.39,+14:24:44.4,+14:24:44.1","0.008029","II","61","3"
"SDSS-II SN 18216","00:13:59.8944,00:13:59.892","+00:36:52.708,+00:36:52.42","","II","60",""
"SN2005kb","00:50:50.68,00:50:50.7,00:50:50.688,00:50:50.664,00:50:50.681","+00:51:13.0,+00:51:13,+00:51:13.03,+00:51:13.05,+00:51:12.665,+00:51:13.00","0.01533,0.015054","II","60",""
"SN2007nw","20:47:11.37,20:47:11.4,20:47:11.28,20:47:11.369","-01:15:26.0,-01:15:26,-01:15:26.028,-01:15:26.28,-01:15:25.99","0.05719,0.057213","II","60","1"
"SN2012as","15:25:08.52,15:25:08.64,15:25:08.520","+37:57:49.4,+37:57:49.32,+37:57:49.39","0.0297","IIn","60",""
"SN2017cat","17:58:52.090,17:58:52.08,17:58:52.09","+34:00:09.32,+34:00:09.36,+34:00:09.4","0.02,0.02","II","60","1"
"SN2003ib","20:33:30.98,20:33:30.96,20:33:30.979","-24:37:15.0,-24:37:14.88,-24:37:14.99","0.02482,0.02402","II P","59","6"
"SDSS-II SN 13699","02:39:12.816","+00:39:59.51,+00:39:59.206","","II","59",""
"SN2005au","13:16:12.42,13:16:12.38,13:16:12.420","+30:56:40.5,+30:56:42.3,+30:56:40.49","0.019,0.019","II","59","1"
"SN2006pc","01:44:10.58,01:44:10.6,01:44:10.584,01:44:10.56,01:44:10.579","-00:09:21.2,-00:09:21,-00:09:21.24,-00:09:21.204,-00:09:21.2076,-00:09:21.4452,-00:09:21.20","0.05542,0.054968","II","59","1"
"SN2008aw","13:04:14.11,13:04:14.12,13:04:14.119","-10:19:12.9,-10:19:12.3,-10:19:12.29","0.0104","II","59","29"
"PTF12grj","01:20:39.003","+04:46:23.77","0.034","II","59",""
"SN2013cj","17:04:52.95,17:04:52.951","+12:55:10.4,+12:55:10.42","0.032162","IIn","59",""
"SN2019amt","11:17:52.260,11:17:52.275,11:17:52.32,11:17:52.25","+30:09:23.54,+30:09:23.29,+30:09:23.4","0.02981,0.02981","II","59",""
"SDSS-II SN 13283","21:53:00.24","-01:00:42.912,-01:00:43.2","","II","58",""
"SDSS-II SN 17436","00:04:13.08,00:04:13.315,00:04:13.2936","+00:13:48.0,+00:13:58.433,+00:13:58.184","0.138","II","58",""
"SDSS-II SN 17696","02:58:32.208,02:58:32.16","+00:27:36.587,+00:27:36.29","0.13384","II","58",""
"SDSS-II SN 3529","01:43:16.392,01:43:16.368","-00:50:48.4296,-00:50:48.7248","","II","58",""
"SDSS-II SN 7116","20:20:59.28","-00:01:19.9416,-00:01:20.2332","","II","58",""
"iPTF13bld","16:24:54.586","+41:02:59.24","0.0331","II","58",""
"PS1-13arp","12:18:25.108","+46:37:01.30","0.167,0.167","II P","58",""
"SN2016aqf","05:46:23.907,05:46:23.91,05:46:23.808","-52:05:18.86,-52:05:18.9,-52:05:18.6","0.004016,0.004016","II","58","2"
